Id,time
0,2.1061936998801927
1,6.873717131192487
2,0.5501031929932634
3,5.933551861407856
4,6.557077579852193
5,8.766654704449078
6,4.558422525235939
7,0.5807486659704408
8,16.758606399595735
9,1.7194221254792954
10,6.590282456018031
11,11.472440970564882
12,1.7595813859520213
13,24.132895809039475
14,0.6941197035834193
15,0.6472717562786063
16,1.3959463779628278
17,6.2867733424928565
18,2.555710183332364
19,4.279839402449628
20,0.37631814284805654
21,1.8224175892211498
22,2.3882984063481647
23,1.1706751362011132
24,2.861149733631561
25,5.9479451753819985
26,3.5804153047253693
27,7.751120743025095
28,5.99332960297664
29,3.910270974201461
30,17.198505594581366
31,4.3198447045683865
32,1.833387387495133
33,5.764859433223804
34,8.425291304600735
35,1.5874143289499696
36,6.400524993172536
37,2.948516903848698
38,2.3089181056991217
39,1.742536453170081
40,6.348503604394694
41,12.604440731977423
42,1.6011309409824512
43,6.966965391797325
44,2.481087190968295
45,7.220257387465486
46,8.041420565918088
47,2.7621135247560837
48,3.498533193394542
49,1.2436449344828726
50,1.3504428251877072
51,11.028830289095641
52,0.36639163919158746
53,5.228525235125174
54,8.08510913507392
55,1.129464513339723
56,4.641243171558405
57,0.8295691632652389
58,1.0947710056230426
59,1.661304194505016
60,3.982849413479368
61,5.975041750784343
62,1.789089879864561
63,10.171320422502854
64,7.973325546470781
65,10.81756165989985
66,3.4611158684641126
67,0.9237880233116446
68,9.806835872847588
69,2.2544370774596576
70,1.8333226789409918
71,1.2798969299656648
72,13.66207918859486
73,0.4128327747045355
74,10.66480420883124
75,4.701263374562065
76,2.7453354063940543
77,4.133472412526607
78,5.147072452710321
79,2.465883221291006
80,7.74509391690294
81,6.388920540485886
82,6.814048897319784
83,1.2300047041103244
84,2.1441346626728772
85,6.3024176299571995
86,7.300996385986605
87,1.0719421016238628
88,7.769268268595138
89,0.6690879223955472
90,2.2090978481744727
91,0.5718169191240199
92,2.3540901034538235
93,8.187800638874373
94,4.753032830121617
95,3.5495611500740054
96,23.64528436847031
97,0.3416334975952845
98,1.1378106758370996
99,0.548930335315422
